Data,Situation,spam
" আমার আকাশ দেখা ঘুড়ি কিছু মিথ্যে বাহাদুরি,",dep,1
আমার চোখ বেধে দাও আলো দাও শান্ত শীতল পাটি.!,dep,1
 আমার চোখ বেধে দাও আলো দাও শান্ত শীতল পাটি,dep,1
আমায় কেনো বুঝলি নারে তুই এখন আমার রাতের জোছনা তুই...l,dep,1
আমি আমার ঠিকানা দিবো না...,dep,1
.থাকতে হবে তোমায় ছাড়া কথা ছিলো না,dep,1
কে তোমায় রাত্রি জুড়ে গল্প শুনায় আজ কে বলে রাত পাহাড়ায় চুপটি করে থাক,dep,1
ভালো লাগে না স্লিপিং পিলের সাথে সময় অসময় ঘুম,dep,1
আমি যেনো কোনদিনও সিগারেট না ছুঁই বলতা তুমি করতা শাসন লাগতো রে ভালোই,dep,1
কার শহরে মায়ায় পইড়া ভুলি আমারে,dep,1
"তোমায় ছুঁয়ে দেবার এখন ইচ্ছে নেই আমার,",dep,1
দেখবো তোমার উড়া’উড়ি থেকে আমি আমার।,dep,1
কখনো কি আর একলা লাগে তোমার আমার কারণে যদি লাগে তবে কি ভুলে আমাকে হারালে।,dep,1
আমি এখন কেমন আছি তুই রাখিস না খবর.!,dep,1
নেশা নেশা কইরা একদিন যাবো মরিয়া,dep,1
বারে বারে বদলে যাওয়া তাতে নাকি সুখ,dep,1
"আমি বলতে গিয়েও পারিনা তো জাগে রে ভয় জাগে,কেন জানি তোরে শুধু, আমার আমার লাগে।",dep,1
কখনো কি তুমি বুঝতে পেরেছিলে আমার দেওয়া যত্নের নামগুলি হয় কিভাবে তুমি অন্যকে ডাকলে,dep,1
তোর নামের পাশে সবুজ বাতি আর তো জ্বলে না,dep,1
আমার নেশা করো না,dep,1
তোমার মতোই থাকলা তুমি খবর নিলা না,dep,1
বলো তুমি কি সুখী,dep,1
বলো তুমি কি সুখী,dep,1
একাকীত্ব একটি ভয়ংকর ব্যাধি!! :,dep,1
.যদি স্মৃতি মুছে দেওয়ার কোন যন্ত্র থাকতো তবে আমি আমার হিদায়াতের আগের সব স্মৃতি মুছে দিতাম,dep,1
সারা রাত জুড়ে কেঁদেছি তবু তুমি ফিরে আসোনি,dep,1
".তুমি যদি আমায় কান্দাও,তোমার কান্দন পরে রে",dep,1
অগোচরে ঘটে যাওয়া কিছু ভুল!! ও গোবরে ফুটন্ত ফুল দোনটাই প্রখর নিন্দনীয়,dep,1
অধিকার নেই!!,dep,1
অভিযোগ ও নেই!!,dep,1
"আপনার কতটুকু আছে সেটা সুখ নয়!! আপনি কতটুকু ছাড়া বাঁচতে পারেন,সেটাই_প্রকৃত_সুখ",dep,1
কিছু পরিচয় অল্প দিনের কিন্তু রেখে যাওয়া স্মৃতি গুলো সারা জীবনের,dep,1
"মন জিনিস টা, আসলেই বেহায়া",dep,1
তোমাদের মাঝে থাকতে আসিনি আমিতো চলেই যাব!!,dep,1
সবাই একদিন আমায় নিয়ে দুই লাইনে ইতি টানবে....ছেলেটা ভাল ছিল!!,dep,1
অপূর্নতা,dep,1
"আজ সত্য-মিথ্যা পার্থক্যকারী যেন তারা নিজেরাই! অথচ,,,ধারণাই সবথেকে বড় মিথ্যা",dep,1
দুনিয়াটা কেমন যেন চোরাবালির ন্যায়! আপাতদৃষ্টিতে সবই ঠিকঠাক আসলে ঘোর-ছলনা,dep,1
".আজ ও সত্য , আমি ভুল",dep,1
"পরিস্থিতি অনেক কিছু শেখায়!!কোনটা মুখ আর কোনটা মুখোশ চিনতে শেখায় ,শেখায় নিজের পায়ে দাঁড়াতে",dep,1
কলিজায় টান লাগে,dep,1
ভুলে যেতে পারাই ভাল।,dep,1
"যে মানুষ কোনো কিছু ভুলতে পারে না,সে শেষ পর্যন্ত পাগল হয়ে যায়",dep,1
কি অদ্ভুত জীবন!,dep,1
মানুষ মরে গেলে সবাই কাঁদে আর বেঁচে থাকতে সবাই কাঁদায়!!,dep,1
মানুষ কিছু ভুল এমন একটা মূহুর্তে এসে উপলব্ধি করে যখন সেই ভুল শুধরানোর মতো সময় কিংবা সুযোগ কোনটাই থাকে না।,dep,1
অবশিষ্ট থাকে শুধু দীর্ঘশ্বাস আর অনুশোচনা।,dep,1
নিজেকে অসহায় কিংবা অপরাধী ভাবার কোন কারণ নেই। আপনি যা হারিয়েছেন তা আপনার নয় বলেই তা আপনি পাননি।।,dep,1
অল্পতেই ভেঙে গেলে তাহলে পৃথিবী আপনার জন্য নয়।,dep,1
"মানুষ যা মন থেকে চায় তা পায় না। আপনি ভাবছেন শুধু আপনার বেলায় এমন হয়েছে,,?",dep,1
না পৃথিবীতে এমন অনেক মানুষ যারা প্রিয় মানুষটা হারিয়ে জীবনের সাথে যুদ্ধ করছে।,dep,1
"যারা আপনাকে ঠকিয়েছে তারা কি কখনোই ঠকবে না ভাবছেন,,?",dep,1
কালের বিবর্তনে তারাও একদিন কোন না কোন ভাবে কারো না কারো দ্বারা প্রতারিত হবে। এটা আমার কথা না এটা আল্লাহর ওয়াদা।,dep,1
"ভুল টা আমার ই ছিল, আমি নিজেকে খুব সস্তা দামে বিক্রি করে তোমাকে কিনেছিলাম খুব চড়া দামে!",dep,1
যে হারায় কেবল সে-ই একমাত্র বোঝে হারানোর যন্ত্রণাটা কতো তীব্র!,dep,1
সে জানে প্রিয়জনের শূন্যতা কতোটা পোড়ায় ভেতরে ভেতরে।,dep,1
"সে বোঝে বেঁচে থাকা গেলেও ভালো থাকা যায় না,",dep,1
ভুলে থাকা গেলেও ভুলে যাওয়া যায় না।,dep,1
সময়ের সাথে শোক আরো বেশি গাঢ় হতে থাকে।,dep,1
তাঁর কমতি জীবনের প্রতিটি মূহুর্তকে বিষন্ন করে তোলে,dep,1
তার স্মৃতি প্রতিক্ষনে নিজেকে করে দেয় এলোমেলো।,dep,1
"তাঁর অনুপস্থিতির চেয়ে তাঁকে ব্যতীত নিজের উপস্থিতিটা ভয়ংকর রকমের পীড়া দেয়,",dep,1
মনে হয় তাঁর বদলে বরং নিজের হারিয়ে যাওয়াটা মঙ্গলময় হতো।,dep,1
শোক হয়তো একসময় কাটিয়ে ওঠা যায়;কিন্তু শূন্যতা কখনো কাটিয়ে ওঠা যায় না।,dep,1
"তাঁর সাথে কাটানো মূহুর্ত আরো কতো কি! সবই যেনো আস্তে আস্তে আরো জীবন্ত হয়ে ওঠে,সবই যেনো চোখের সামনে ভাসতে থাকে।",dep,1
"প্রিয়জনদের মরতেও নেই,হারাতেও নেই কোনো না মানুষ দুটোর কোনোটিই মেনে নিতে পারে না।",dep,1
প্রিয়জনের শূন্যতা নিয়ে বেঁচে থাকাটা বড্ড বেশিই কঠিন।,dep,1
প্রিয়জন হারানোর শোক কাউকে না ছুঁক।,dep,1
অপুর্ন ভালোবাসা ভীষন কষ্ট দায়ক তাই পৃথিবীর সব ভালোবাসা পুর্নতা পাক,dep,1
"যার চলে যায়,সেই বুঝে বিচ্ছেদের কি যন্ত্রণা",dep,1
"প্রিয় মানুষটি কে পেয়ে হারিয়ে ফেলা,, খুব কষ্টের পুরা জীবন্তোলাশ বানিয়ে দেয়,,,,",dep,1
তাই তো এটাই তো স্বাভাবিক যার চোট লাগে ব্যাথা সেই তো বোঝে,dep,1
শোক হয়তো কাটিয়ে ওঠা যায় বা যাবে ঠিক একদিন কিন্তু সত্যি প্রিয় মানুষের শূন্যতা কোনো দিন আর পূর্ণতা হবে না। অসাধারন,dep,1
হা প্রিয় মানুষটাকে হারিয়েছি তবু দোয়া করি সে যেন ভালো থাকে।,dep,1
আমি নিঃশ্বাস নিতে পারি না।সে ছাড়া আমার থাকতে বড় কষ্ট হয়।,dep,1
"আমি জানি কতোটা কষ্ট হয়, সে আর ফিরবে না জেনেও তার পথ চেয়ে বসে থাকা",dep,1
পৃথিবীর সকল ভালোবাসা পূর্ণতা পাক।,dep,1
মৃত্যুর শোক কাটিয়ে উঠা যায় বাট ! > কেউ কাছের হয়ে হারিয়ে গেলে সেই কষ্ট আর শোক থেকেই যায় “”,dep,1
"প্রকৃতি হয়তো এইভাবেই প্রতিশোধ নেয়,প্রিয়জনকে দূরে ঠেলে দিয়ে।",dep,1
প্রিয়জনের অপ্রিয় হয়েও বাঁচতে হয় বিচ্ছিরি ভাবে,dep,1
সত্যিই অপূর্ণ ভালোবাসা ভীষণ কষ্ট দেয় প্রতি মুহূর্ত তাই পৃথিবীর সব ভালোবাসা পূর্ণতা পাক,dep,1
জীবনের প্রিয় কিছু হারিয়ে গেলে খুব কষ্ট হয়।,dep,1
"আবার কখনো যদি তা ফিরে পাওয়া যায় , পরবর্তীতে পুনরায় হারিয়ে না যায় এই ভয়টা কিন্ত থেকেই যায়।",dep,1
বিচ্ছেদের যন্ত্রণার চেয়ে বড় যন্ত্রণা এই পৃথিবীতে আছে কিনা জানা নেই।,dep,1
জীবন্ত লাশ বানিয়ে ফেলে মানুষটাকে।,dep,1
সবাই সবার নিজের নিয়ে থাকে স্বাথপর পৃথিবীতে কেউই কারো নয় এক সময় ঠিক পালিয়ে যায় আমি দেখেছি,dep,1
স্বপ্ন ভাঙ্গার কষ্ট যার ভাঙ্গে সেই বুঝে।,dep,1
"এক পক্ষ হারায় না, অন্য পক্ষ রাখতে চায় না। তাই চলে যায়",dep,1
ভুলে থাকা গেলেও ভুলে যাওয়া যায় না,dep,1
সবসময়ই চাই তোমার এই কঠিন শুন্যতা কাটিয়ে উঠো আর ভালো থাকো সবসময়।,dep,1
কিছু নেইও আর হারানোর ভয়ও নেই।বেশ আছি।শুধু ভিতরটা পুঁড়ে যায়।,dep,1
"প্রিয়জন হারানোর শোক,কাউকে না ছুঁক!",dep,1
আর সহ্য করা যাচ্ছে না এত কষ্ট,dep,1
বেমানানটা হাড়িয়ে গিয়েছে ঠিকই চিরতরে তো হাড়ায়নি তাই মায়ার মোহ কাটাতে এতটা কস্ট হচ্ছে,dep,1
"দুঃখে যাদের জীবন ভরা শুধু আঁখিজল, আমি যে তাদেরই দলে।",dep,1
আজও পুড়ায়,dep,1
"সময় বদলে যায় জীবনের সাথে,জীবন বদলে যায় সম্পর্কের সাথে,",dep,1
"সম্পর্ক কিছু বদলায় আপনজনদের সাথে, শুধু কিছু আপনজন বদলায় সময়ের সাথে,,,",dep,1
"সত্যিই কি অদ্ভুত!মানুষ নতুন চার-আনা পেলে,পূর্বের বার‌-আনা ভুলে যায়!কেউ কাউকে ছাড়া বাঁচবে না!",dep,1
"এটা খুব বাজে রকমের মিথ্যা কথা। সবাই বাঁচে, খুব ভালোভাবেই বাঁচে।",dep,1
মরে যায় শুধু স্বপ্নগুলো। “,dep,1
".কিছু মানুষ চোখের সামনে থাকলেও কষ্ট লাগে, চোখের আড়াল হলেও কষ্ট হয়।",dep,1
"আসলে কষ্ট তো নিজের জন্য, কেননা কিছু মানুষকে আমরা অনেক বেশি আপন ভেবে নেয়।",dep,1
তাদের কাছে আমাদের গুরুত্ব কি সেটা না ভেবেই শুধু গুরুত্ব দিয়ে দেয়। অকারণেই খুব বেশি মনে রাখি তাদের।,dep,1
"এক সমুদ্র ভালোবাসার পরেও যার অন্যের প্রতি থাকে ঝোঁক, সেই মানুষটা আমার না হোক।",dep,1
"আমার আমিটাকেই প্রিয় না করে,অন্যের সাথে তুলনা করেই অনবরত থাকে যার মুখ;",dep,1
"কারো উপর ভীষণভাবে আকৃষ্ট হয়ে আমাকে যে দেখায় ব্যস্ত থাকার নাটক,",dep,1
"আমার দূর্বলতায় বারংবার আঘাত করে কাঁদিয়ে যার বড্ড বেশি লাগে সুখ,",dep,1
সেই মানুষটা আমার না হোক।,dep,1
আমাকে অন্য কারো সাথে কথা বলতে দেখে যার এতটুকুও হয়না ক্ষোভ সেই মানুষটা আমার না হোক।,dep,1
দুঃসময়ে কিঞ্চিৎ পরিমাণ স্বান্তনা না দিয়ে মন খারাপের গল্প শুনেই যে বিরক্ত হয়ে চলে গেল সেই মানুষটা আমার না ই বা হল।,dep,1
সেই মানুষ টা আমার না হোক,dep,1
"কিছু “মানুষ” বুকের কোনায় কষ্ট চেপে, ঠোঁটের কোণের হাসি দিয়ে’রোজ বলে যায়’আলহামদুলিল্লাহ’",dep,1
"নাম ছিল না সে অসুখের, ঠোঁটের কোণে কথার ভীষণ জ্বর,",dep,1
"কেও চাইতো কথা, হোক অযথা, বন্ধ গলার স্বর।",dep,1
মরে যাওয়ার মধ্যে এখন বেঁচে থাকার ইচ্ছে টায় তীব্র।,dep,1
কিছু মানুষকে বুঝাতে হবে যতটা সস্তা বানিয়ে রেখেছে ততটা সস্তা আমি নই।,dep,1
হঠাৎ একদিন এক আকাশ সমান নিরবতা নামবে,dep,1
"ইচ্ছে করবে কথা বলার তবে শক্তি থাকবে না, মন চাইবে আর একবার উঠে দাঁড়াবার কিন্তু শরীর সঙ্গ দিবে না",dep,1
"দেহের অধিনে তখন প্রাণ পাখিটা থাকবে না,।",dep,1
"সেদিন সবাই আফসোস করবে, কান্না করবে, সব শুনতে পারলেও উঠে দাঁড়াবার শক্তি থাকবে না",dep,1
"আপন পর,প্রিয় অপ্রিয় সবাই সমান হয়ে যাবে, কাউকে আর নিজের মনে হবে না",dep,1
"জীবনে যতক্ষণ বেঁচে থাকা হয় ততক্ষণ মায়া নামের একটা সব সময় পিছুটানে,,।",dep,1
"জীবন এক অবলীল ভাবে চলতে থাকে শুধু থেমে যায় মরনে,",dep,1
"বেঁচে থাকলে কথার আর মরনে নামে নিরবতা,",dep,1
"মানুষ সারাদিন প্রকাশ করতে থাকে নিজের মনের কথা,,।",dep,1
আমাদের অনেকের সাথেই অনেকের শেষবারের মতো দেখা হয়ে গেছে।,dep,1
"অবহেলা পেলে মানুষ মরে যায় না।হয়তো খুব কষ্ট হয়! ভিতরটা ভাঙতে ভাঙতে দেখবেন একদিন,সে মানুষটাও অনেক মজবুত হয়।",dep,1
"আমি তোমাকে ছাড়া থাকতে পারবো না’বাঁচতে পারব না’আসলে তেমন না!থাকা ও যায়, বাঁচা ও যায়, শুধু মাঝখানে কিছু দিন পাগলামী হয়।",dep,1
"যদি একটু কষ্ট করে পাগলামী সময়টুকু কাটিয়ে উঠতে পারেন, তাকে ছাড়াই আপনি ইনশাআল্লাহ্ অনেক অনেক ভালো থাকবেন .",dep,1
আপনি ও বেঁচে যেতে পারবেন ডিপ্রেশন নামক ভয়ংকর যন্ত্রনা থেকে।,dep,1
"প্রসঙ্গটা যেখানে ছেড়ে যাবার, দোষটা’ সেখানে পরিস্থিতির!",dep,1
পৃথিবীর নিয়ম বড়ই অদ্ভুত!,dep,1
"তুমি যাকে সবচেয়ে বেশি ভালোবাসবে’,সেই তোমার দুঃখের কারণ হবে!",dep,1
"ফিরে অনেকেই আসে, কেউ ভালবাসার টানে’কেউ আগরবাতির ঘ্রাণে!",dep,1
অবহেলা পেলে মানুষ মরে যায় না।,dep,1
"হয়তো খুব কষ্ট হয়!ভিতরটা ভাঙতে ভাঙতে দেখবেন একদিন,সে মানুষটাও অনেক মজবুত হয়।",dep,1
"কারো অধঃপতনে আনন্দ প্রকাশ করো ন,কারণ ভবিষ্যত তোমার জন্য কি প্রস্তুত করে রেখেছে,সে সম্পর্কে তোমার কোন জ্ঞান নেই।",dep,1
দুঃখ যখন আসে’ তখন একা আসে না!একরাশ যন্ত্রনা নিয়ে আসে!,dep,1
"ঠকে তো সেইদিন গেছি,যেইদিন মুখোশের আড়ালে থাকা মানুষটাকে বিশ্বাস করেছি।",dep,1
"মিথ্যে যদিও ক্ষনিকের জন্য জিতে যায়, সব শেষে সত্যিটাই থাকে ঠাঁই।",dep,1
মানুষ বলে পৃথিবীতে মন ভাংঙার কোন বিচার হয় না।,dep,1
আসলে মন ভাংঙার যেমন বিচার হয় না।তেমনি আত্মহত্যার ও ক্ষমা হয় না।এই দুটো জিনিস বিধাতা নিজের হাতে রেখে দিয়েছে।,dep,1
আজ যে তোমাকে কাদাবে কাল যে সে ও কাদবে না।এমন টা নয়।,dep,1
সময় এর যেমন একুল আছে আবার অপর কুল আছে।,dep,1
মানুষ বাইরের কষ্ট গুলো দেখলেও ভিতরের কষ্ট গুলো তিনি ছাড়া কেউ দেখে না।,dep,1
.আজ যার কথায় কষ্ট পেয়েছ।আস্তে আস্তে তা ভুলে যাওয়ার চেষ্টা কর।,dep,1
.মনে খোপ পুষে অভিযোগ করতে নেই।,dep,1
.শুন্যতা জীবনের এমন একটি স্থান”যেখানে একটা মন’কে হাজার বার দাফন করা হয়!,dep,1
".কিছু স্বার্থপর মানুষগুলোর আচরণ দেখে,মাঝে মাঝে মনে হয়’আমি নিজে ও স্বার্থপর হয়ে যাই।",dep,1
"জীবনে দুএকজন ভুল মানুষের সাথে পরিচয় হ‌ওয়া দোষের কিছু নয়, এইমানুষগুলোই এক সময় আমাদের,সঠিক মানুষ অবধি পৌঁছে দেয়।",dep,1
আচ্ছা”তারা কি সত্যিই ভালো থাকে?যারা নিজে ভালো থাকার জন্য অন্যর ভালো থাকা নেয় কেড়ে!,dep,1
বালুর চরে ঘর” আর জোর করে সম্পর্ক টিকিয়ে রাখা’ দুটোই নড়বড়!,dep,1
"কেউ কেউ তার ভালোবাসার মানুষটিকে দূর থেকে তৃপ্তি পায়, কারণ কাছে থেকে দেখার অধিকার সবার থাকে না।",dep,1
"আপনার ব্যর্থতা শুধু আপনাকে হতাশায় দেবে না,বরং আপনাকে অনেক কিছু শিখেও যাবে। যদি সেটা আপনি সুস্থ মনে অনুভব করতে পারেন।",dep,1
"যে তোমাকে ছাড়াই ভালো আছে’,তুমিও তাকে ছাড়াই ভালো থাকতে শেখো।",dep,1
"হারিয়ে ফেলার শোক যদি কেউ,একবার কাটিয়ে উঠতে পারে’ দ্বিতীয়বার সেটার প্রতি তার আর কোন আগ্রহ থাকে না!",dep,1
অতিরিক্ত গুরুত্ব দিলে মানুষ মানুষকে সস্তা ভাবে।,dep,1
মানুষের সাথে এমন কোন আচরণ করো না। যেটাতে তোমার উপর থেকে তার মন উঠে যায়।,dep,1
"আমায় আর কি ব্যথার ভয় তুমি দেখাবে,অজস্র ব্যথা সয়ে সয়ে এ হৃদয় আজ আমার ব্যথাহীন হয়ে গেছে।",dep,1
"আমায় আর কি ব্যথার ভয় তুমি দেখাবে,অজস্র ব্যথা সয়ে সয়ে এ হৃদয় আজ আমার ব্যথাহীন হয়ে গেছে।",dep,1
কখনো কখনো নিজের মুখটা বন্ধ রাখতে হবে।গর্বিত মাথাটা নত করতে হবে এবং স্বীকার করতে হবে যে তুমি ভুল!,dep,1
"তুমি ভুল, এর অর্থ তুমি পরিণত এবং শেষ বেলায় জয়ের হাসিটা হাসার জন্য ত্যাগ স্বীকারে দৃঢ় প্রতিজ্ঞা।",dep,1
মৃত্যুর মতো সত্য নেই”আশার’মতো কোন মিথ্যা নেই”,dep,1
দুর্ভাগ্যবান তাঁরাই’যাদের প্রকৃত কোন বন্ধু নেই!,dep,1
"মানুষ তখনি’ই একটা মানুষকে বিশ্বাস করে যখন তার মনের মাঝে লুকায়িত শত ব্যথা, জমানো শত কথা উপড়ে ফেলতে পারে না।",dep,1
"তুমি যত সহজে আমাকে ভুলতে পেরেছ, আমি তত সহজে তোমাকে ভুলতে পারি না,",dep,1
তুমি যত সহজে নিজেকে পরিবর্তন করে অন্যর সাথে সুখের চুক্তি পত্র দাখিল করেছ আমি আজও পারিনি সেটা।,dep,1
পারিনি তোমার জায়গাটা অন্য কাউকে দিয়ে তোমার শুন্যতা ভরাট করতে।,dep,1
আজ তোমার আমার মাঝে তফাৎটা কোথায় জানো ?তুমি স্বার্থপরদের দলে আর আমি বোকাদের!,dep,1
কিছু কিছু সময় মন খারাপের কারণ গুলো খুঁজে পাওয়া যায় না!,dep,1
কিছু মানুষ মেঘের মতো’উড়তে আসে থাকতে নয়।,dep,1
কেউ জানুক আর না জানুক আমি তো জানি আমার আমিতে শুধু তুমিই সীমাবদ্ধ ...!!,dep,1
হৃদয়ের স্থান উজ্জ্বলকৃত হৃৎপিণ্ডে ধাবিত প্রিয়মানুষগুলোর অভিজাত শ্রেণীর ছলনার,dep,1
রঞ্জন অভিনীত শিখার দাপট এতটাই তীব্র যে নিমিষেই একটা প্রাণ জীবন্ত অস্তিত্ব থেকে বিসর্জন নিয়ে আত্মার হত্যায় নিয়োজিত হয় ।।,dep,1
ভালো থাকা আর ভালো রাখার প্রতিযোগীতায় অংশ নিয়ে হৃদয়ের পোষণ করার হাজারো প্রশ্নধ্বনির,dep,1
বিষণ্ণ বিষাদের অসহিষ্ণু যন্ত্রণা কাতরেও মুখে ফুটে উঠে হাসির একচিল সৌন্দর্য ।।,dep,1
কেউ বুঝে না বা বোঝার সাধ্যও আদৌ নেই কারণ ব্যাথার আত্নচিৎকার তো হৃদয়ের মণিকোঠায় থাকে প্রকাশ্যেতে তো নয় ।।,dep,1
ভালো থাকি আর না থাকি শুধু চাইবো আমার তুমি যুক্ত মানুষটা নিয়মিত ভালো থাকার আনন্দ উপভোগ করুক।।,dep,1
"দশজনকে ভালোবেসে হৃদয় প্রশস্ত করার চেয়ে, একজনকে ভালোবেসে ফুরিয়ে যাওয়া শ্রেয়।",dep,1
"বোকা মানুষ গুলো ইচ্ছে করে হেরে যায় না,তাকে বিভিন্ন কৌশলে ঠকিয়ে দেওয়া হয়।",dep,1
"কিছু মানুষ পাওয়ার পরও বোঝে না সে কি পেয়েছিল,অথচ হারিয়ে ফেলার পর ঠিক‌ই উপলব্ধি করতে পারে যে সে কি হারালো!",dep,1
"ভালো তো মা ই বাসে, বাকিরা তো শুধু স্বার্থ খোঁজে।",dep,1
যে ভালোবাসে সে কখনো তোমার চোখের জল সহ্য করতে পারে না!,dep,1
চুপচাপ থাকতেই ভালো লাগে এখন।,dep,1
সময় পেলে এসো__,dep,1
তবু ও মানুষের অহংকারের শেষ নেই”,dep,1
ভুলিনি প্রিয় ভুলেনি..,dep,1
কেউ গুরুত্ব কমিয়ে দিলে তার পিছনে ঘুর ঘুর না করে আপনিও দূরত্ব বাড়িয়ে দিন।,dep,1
"কষ্ট হবে দাঁতে দাঁত চেপে সব হজম করতে শিখুন, নিজের পায়ের তলা শক্ত করুন।",dep,1
তাকে বুঝিয়ে দিন আপনি ও মানুষ।কারো কেনা সস্তা কোন পন্য না।,dep,1
"কখনো ভুলবো না সেই সব দিনগুলো, চারপাশটা চিনতে গিয়ে আমাকে, কতটা কাঁদতে হয়েছিল!",dep,1
"শুন্যতা জীবনের এমন একটা স্থান,যেখানে একটা মনকে হাজারবার দাফন করা হয়!",dep,1
"যখন খুব বেশি মন খারাপ হয় তখন ঐ বিশাল আকাশের দিকে তাকিয়ে থাকি,কারন সব কিছু ঠিক করে দেওয়ার মালিক তোশুধু ঐ একজন",dep,1
"সত্য আজ অবহেলিত মিথ্যের বাজার চড়া,দোষীরা করছে শাসন লাঞ্ছিত নির্দোষীরা।",dep,1
"হয় সময় বদলাতে শেখো নয়তো সময়ের সাথে নিজেকে পাল্টাতে শেখো,",dep,1
"নিজেকে ব্যর্থমূলক অভিশাপ দেওয়া বন্ধ করো, যেকোনও পরিস্থিতিতে বাঁচতে শিখো।",dep,1
"শব্দ দিয়ে প্রতিবাদ করো, কণ্ঠ উঁচু করে নয়। মনে রাখবে ফুল ফোটে যত্নে, বজ্রপাতে নয়।",dep,1
মনে রাখব না বললেই কি ভোলা যায়!ভুলতে গেলেও তাকে সেই তো মনে পড়েই যায়!,dep,1
কিছু ব্যথা দেওয়া মানুষ থাকে যারা ব্যথা দিলেও হৃদয়ে ঠিক রয়ে যায়!,dep,1
স্মৃতির হাত ধরে তারা বার বার ফিরে আসে কিন্তু তাদের মন থেকে সরানো না যায়!!,dep,1
"একটা অসুখের মতো কদিন জড়িয়ে ধরেছিলে,তোমাকে নিয়ে এর বেশি কিছু ভাবি না।",dep,1
"দেখে যেয়ো একদিন, প্রতিটা অসুখের পরে কতটা তীব্র করে বেঁচে ওঠে মানুষ।“",dep,1
মাথার উপর ছাদ না থাকলে কারো ভেংগে যাওয়া মনও কেউ জোড়া লাগাতে আসে না।,dep,1
"প্রেমে পড়লে তুমি সাহিত্য লিখতে শিখবে,বিচ্ছেদ হলে তুমি সাহিত্য বুঝতে শিখবে!",dep,1
"যে অল্পতেই আঘাতপ্রাপ্ত হয়, সে অল্পতেই সবকিছু ভুলে যেতে পারে না।",dep,1
"”ভালোবাসা “ একটা মুক্ত শব্দ! এটাকে ধরে বেঁধে কখনো আটকে রাখা সম্ভব নয়,",dep,1
"যদিও জোর জবরদস্তি করে আটকে রাখা হয়,সেটা খুব অল্প সময় পর্যন্ত ধরে রাখা সম্ভব, সব শেষে সে বাঁধন ছিড়ে পালাবেই পালাবে!",dep,1
"সময় বদলায়, প্রতিশ্রুতি বদলায়, ভালোবাসার মানুষগুলোও বদলে যায়।",dep,1
বৃথায় তোমার চেষ্টা কেবল অন্তমিলে সে করে না বাস তুমি যাকে কবিতা ভাবো সে যে অন্য কারো উপন্যাস।,dep,1
আমি স্বাধীনতা পেয়ে গেলে পরাধীন হতে ভালোবাসি।,dep,1
প্রেম এসে যাযাবর কন্ঠে চুমু খেলে মনে হয় বিরহের স্মৃতিচারণের মতো সুখ কিছুই নেই।,dep,1
কম-বেশি সবাই অভিনেতা কেউ সিনেমাতে তো কেও বাস্তবে।,dep,1
এই দুনিয়ায় আমরা কমবেশি সবাই অভিনেতা অভিনেত্রী কেউ পর্দার আড়ালে অভিনয় করে আর কেউ অভিনয় করে বাস্তব জীবনে।,dep,1
"অধিকার যেখানে শুন্য থাকে, সেখানে অনধিকার চর্চা করে দুঃখ পোষার মত এমন অপরাধ মনের সাথে আর একটাও হয়না।",dep,1
"তোমার কথার তীব্র আওয়াজ আমার কানে এসে বাজুক।ধরে যাক মাথা, ধুকপুকানি বাড়ুক হৃদ মহলে।",dep,1
আচমকা আলিঙ্গনে নাহয় সমস্ত আঘাত ঘুচিয়ে দেব। মিটিয়ে নেব সকল অভিযোগের আলাপচারিতা।,dep,1
"তবু চুপ থেকো না,কথা বলতে চাওয়ার এমন নির্মম তৃষ্ণায় তৃষ্ণার্ত করো না আর।",dep,1
"অভিমান বেশি হলে কান্না করো নিশ্চুপ তবুও কাউকে বলো না, তোমাকে মনে পড়ছে খুব।",dep,1
"এভাবেই সইতে সইতে ব্যথা,নীরবতা ভেঙে গেলে একদিন হবে ব্যথাহীন,",dep,1
সে কি খবর রেখেছে কখনো— কেমন ছিলে কেমন আছো তাকে বিহীন..!,dep,1
"খোলস ছেড়ে নব রূপে আসা যাওয়াই কাজ,ক্ষণিকের এই সংসারেই নিত্য নতুন সাজ।",dep,1
"জীবনের মতো গল্প হয়,কিন্তু গল্পের মতো জীবন হয় না....",dep,1
ক্ষণিকের জীবনে দীর্ঘশ্বাস এক অভিশাপ,dep,1
জীবন বড় অদ্ভুত,dep,1
প্রতিশ্রুতি শুধু দিতে নয় সেটা রাখতেও জানতে হয়।,dep,1
বালুচরে ঘর-আর জোর করে সম্পর্ক টিকিয়ে রাখা দুটোই নড়বড়!,dep,1
মানুষ কিছু ভুল এমন একটা মূহুর্তে এসে উপলব্ধি করে যখন সেই ভুল শুধরানোর মতো সময় কিংবা সুযোগ কোনটাই থাকে না।,dep,1
অবশিষ্ট থাকে শুধু দীর্ঘশ্বাস আর অনুশোচনা।,dep,1
"মনের শূন্যতা মনেই থাকে, পকেটের শূন্যতা দুনিয়ায় দেখে।",dep,1
একটা সময় কোনো অভিযোগ না করে পুরোপুরি নীরব থাকাই ভালো।যে যা ভাবে তাকে তাই ভাবতে দেয়া উচিত।,dep,1
"কোনো কিছুর ব্যাখা দেয়ার চেয়ে,সব দোষ নিজের ঘাড়ে নিয়ে একদম নীরব হয়ে যাওয়াই কার্যকরী সমাধান।",dep,1
